"ESU_DPS","COMMONPOPNAME2","SPAWNINGYEAR","ESU_DPS_COMMONNAME","COMMONNAME","RUN","MAJORPOPGROUP","WATERBODY","final_abundance","datasource","final_abundance_data_type","METHODNUMBER","CONTACTAGENCY","SUBMITAGENCY","LASTUPDATED","ID","PROTMETHNAME"
"Steelhead (Middle Columbia River DPS)","Yakima River Upper Mainstem - summer Steelhead",2006,"Mid-Columbia steelhead","Steelhead","Summer","Yakima","Yakima River",123,"Coordinated_Assessments","NOSAIJ",1,"Confederated Tribes and Bands of the Yakama Nation","YN","2020/07/30 12:51:12","4CC93898-A9D5-CA15-8BB0-6E20310C06CE",NA
"Steelhead (Middle Columbia River DPS)","Yakima River Upper Mainstem - summer Steelhead",2007,"Mid-Columbia steelhead","Steelhead","Summer","Yakima","Yakima River",79,"Coordinated_Assessments","NOSAIJ",1,"Confederated Tribes and Bands of the Yakama Nation","YN","2020/07/30 12:51:13","4CC94A6F-B6E8-0555-4DE3-5B4F0FC83B6A",NA
"Steelhead (Middle Columbia River DPS)","Yakima River Upper Mainstem - summer Steelhead",2008,"Mid-Columbia steelhead","Steelhead","Summer","Yakima","Yakima River",190,"Coordinated_Assessments","NOSAIJ",1,"Confederated Tribes and Bands of the Yakama Nation","YN","2020/07/30 12:51:13","4CC95DC6-D16E-D343-280E-18AD3B0ADE33",NA
"Steelhead (Middle Columbia River DPS)","Yakima River Upper Mainstem - summer Steelhead",2009,"Mid-Columbia steelhead","Steelhead","Summer","Yakima","Yakima River",216,"Coordinated_Assessments","NOSAIJ",1,"Confederated Tribes and Bands of the Yakama Nation","YN","2020/07/30 12:51:14","4CC97095-CA68-4271-E46C-6C9C7A0AF425",NA
"Steelhead (Middle Columbia River DPS)","Yakima River Upper Mainstem - summer Steelhead",2010,"Mid-Columbia steelhead","Steelhead","Summer","Yakima","Yakima River",367,"Coordinated_Assessments","NOSAIJ",1,"Confederated Tribes and Bands of the Yakama Nation","YN","2020/07/30 12:51:14","4CC985A1-CFFE-2E81-0B92-201FAC435686",NA
"Steelhead (Middle Columbia River DPS)","Yakima River Upper Mainstem - summer Steelhead",2011,"Mid-Columbia steelhead","Steelhead","Summer","Yakima","Yakima River",364,"Coordinated_Assessments","NOSAIJ",1,"Confederated Tribes and Bands of the Yakama Nation","YN","2020/07/30 12:51:15","4CC9978E-DA92-6311-7BA3-94D1C4958D15",NA
"Steelhead (Middle Columbia River DPS)","Yakima River Upper Mainstem - summer Steelhead",2012,"Mid-Columbia steelhead","Steelhead","Summer","Yakima","Yakima River",475,"Coordinated_Assessments","NOSAIJ",1,"Confederated Tribes and Bands of the Yakama Nation","YN","2020/07/30 12:51:15","4CC9ABE5-D2ED-027A-13D0-7DDD5EA4AC08",NA
"Steelhead (Middle Columbia River DPS)","Yakima River Upper Mainstem - summer Steelhead",2013,"Mid-Columbia steelhead","Steelhead","Summer","Yakima","Yakima River",334,"Coordinated_Assessments","NOSAIJ",1,"Confederated Tribes and Bands of the Yakama Nation","YN","2020/07/30 12:51:16","4CC9BE43-9106-E146-7C30-233AEC68D78A",NA
"Steelhead (Middle Columbia River DPS)","Yakima River Upper Mainstem - summer Steelhead",2014,"Mid-Columbia steelhead","Steelhead","Summer","Yakima","Yakima River",423,"Coordinated_Assessments","NOSAIJ",1,"Confederated Tribes and Bands of the Yakama Nation","YN","2020/07/30 12:51:16","4CC9D0DB-DF4A-38D0-AFB9-D9BD42363785",NA
"Steelhead (Middle Columbia River DPS)","Yakima River Upper Mainstem - summer Steelhead",2015,"Mid-Columbia steelhead","Steelhead","Summer","Yakima","Yakima River",550,"Coordinated_Assessments","NOSAIJ",1,"Confederated Tribes and Bands of the Yakama Nation","YN","2020/07/30 12:51:17","4CC9E479-9057-9B43-E444-BAA8F4307924",NA
"Steelhead (Middle Columbia River DPS)","Yakima River Upper Mainstem - summer Steelhead",2016,"Mid-Columbia steelhead","Steelhead","Summer","Yakima","Yakima River",528,"Coordinated_Assessments","NOSAIJ",1,"Confederated Tribes and Bands of the Yakama Nation","YN","2020/07/30 12:51:17","4CC9F7E5-007D-7802-C362-10A9A356E92E",NA
"Steelhead (Middle Columbia River DPS)","Yakima River Upper Mainstem - summer Steelhead",2017,"Mid-Columbia steelhead","Steelhead","Summer","Yakima","Yakima River",272,"Coordinated_Assessments","NOSAIJ",1,"Confederated Tribes and Bands of the Yakama Nation","YN","2020/07/30 12:51:18","4CCA0ADC-C7E5-976B-1CEF-4ACA60152DAF",NA
"Steelhead (Middle Columbia River DPS)","Yakima River Upper Mainstem - summer Steelhead",2018,"Mid-Columbia steelhead","Steelhead","Summer","Yakima","Yakima River",160,"Coordinated_Assessments","NOSAIJ",1,"Confederated Tribes and Bands of the Yakama Nation","YN","2020/07/30 12:51:18","4CCA1D0F-EF5D-C0F6-FC7D-925142C61F6A",NA
"Steelhead (Puget Sound DPS)","Dungeness River - summer and winter Steelhead",2011,"Puget Sound steelhead","Steelhead","Both summer & winter","Hood Canal and Strait of Juan de Fuca","Dungeness River",455,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/21 11:37:57","1D5A0C0A-BC78-41E2-8C52-93F35DD14621",NA
"Steelhead (Puget Sound DPS)","Dungeness River - summer and winter Steelhead",2013,"Puget Sound steelhead","Steelhead","Both summer & winter","Hood Canal and Strait of Juan de Fuca","Dungeness River",619,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/21 11:38:01","783F86AC-CF3F-4CA3-8ED4-2E120CC07B1C",NA
"Steelhead (Puget Sound DPS)","Dungeness River - summer and winter Steelhead",2014,"Puget Sound steelhead","Steelhead","Both summer & winter","Hood Canal and Strait of Juan de Fuca","Dungeness River",492,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/21 11:38:00","547B838F-63DF-41B4-9A37-01A0072472B1",NA
"Steelhead (Puget Sound DPS)","Dungeness River - summer and winter Steelhead",2015,"Puget Sound steelhead","Steelhead","Both summer & winter","Hood Canal and Strait of Juan de Fuca","Dungeness River",467,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/21 11:38:01","42450036-B4A0-4B86-95C8-E41C7254802A",NA
"Steelhead (Puget Sound DPS)","Dungeness River - summer and winter Steelhead",2017,"Puget Sound steelhead","Steelhead","Both summer & winter","Hood Canal and Strait of Juan de Fuca","Dungeness River",311,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/21 11:38:04","6E1C22D5-AFFC-4785-95A1-8F2F9F0B47DB",NA
"Steelhead (Puget Sound DPS)","Dungeness River - summer and winter Steelhead",2019,"Puget Sound steelhead","Steelhead","Both summer & winter","Hood Canal and Strait of Juan de Fuca","Dungeness River",467,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/21 11:38:03","02271283-682D-4B07-A5D3-99FD1CD72C7F",NA
"Steelhead (Puget Sound DPS)","Green River - winter Steelhead",2007,"Puget Sound steelhead","steelhead","-","-","-",1452,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Steelhead (Puget Sound DPS)","Green River - winter Steelhead",2008,"Puget Sound steelhead","steelhead","-","-","-",833,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Steelhead (Puget Sound DPS)","Green River - winter Steelhead",2009,"Puget Sound steelhead","steelhead","-","-","-",304,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Steelhead (Puget Sound DPS)","Green River - winter Steelhead",2010,"Puget Sound steelhead","steelhead","-","-","-",423,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Steelhead (Puget Sound DPS)","Green River - winter Steelhead",2011,"Puget Sound steelhead","steelhead","-","-","-",855,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Steelhead (Puget Sound DPS)","Green River - winter Steelhead",2012,"Puget Sound steelhead","steelhead","-","-","-",392,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Steelhead (Puget Sound DPS)","Green River - winter Steelhead",2013,"Puget Sound steelhead","steelhead","-","-","-",656,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Steelhead (Puget Sound DPS)","Green River - winter Steelhead",2014,"Puget Sound steelhead","steelhead","-","-","-",997,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Steelhead (Puget Sound DPS)","Green River - winter Steelhead",2015,"Puget Sound steelhead","steelhead","-","-","-",1622,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Steelhead (Puget Sound DPS)","Green River - winter Steelhead",2016,"Puget Sound steelhead","steelhead","-","-","-",2145,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Steelhead (Puget Sound DPS)","Green River - winter Steelhead",2017,"Puget Sound steelhead","steelhead","-","-","-",1002,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Steelhead (Puget Sound DPS)","Green River - winter Steelhead",2018,"Puget Sound steelhead","steelhead","-","-","-",944,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Steelhead (Puget Sound DPS)","Green River - winter Steelhead",2019,"Puget Sound steelhead","steelhead","-","-","-",972,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Steelhead (Puget Sound DPS)","Nisqually River - winter Steelhead",2016,"Puget Sound steelhead","Steelhead","Winter","Central and South Puget Sound","Nisqually River",2035,"Coordinated_Assessments","NOSAIJ",2,"Washington Department of Fish and Wildlife","WDFW","2020/08/11 07:34:21","7398de5d-2f30-4aca-8825-073e80c3cd82",NA
"Steelhead (Puget Sound DPS)","Nisqually River - winter Steelhead",2017,"Puget Sound steelhead","Steelhead","Winter","Central and South Puget Sound","Nisqually River",616,"Coordinated_Assessments","NOSAIJ",2,"Washington Department of Fish and Wildlife","WDFW","2020/08/11 07:34:22","ee08e9cb-9d6d-46d2-bacf-3e745f602379",NA
"Steelhead (Puget Sound DPS)","Nisqually River - winter Steelhead",2018,"Puget Sound steelhead","Steelhead","Winter","Central and South Puget Sound","Nisqually River",1738,"Coordinated_Assessments","NOSAIJ",2,"Washington Department of Fish and Wildlife","WDFW","2020/08/11 07:34:22","d3fb8f61-0a6f-41da-abf7-5643c5835361",NA
"Steelhead (Puget Sound DPS)","Nisqually River - winter Steelhead",2019,"Puget Sound steelhead","Steelhead","Winter","Central and South Puget Sound","Nisqually River",1950,"Coordinated_Assessments","NOSAIJ",2,"Washington Department of Fish and Wildlife","WDFW","2020/08/11 07:34:23","ad156e5c-02d0-44c4-9dd4-a9538ade1c90",NA
"Steelhead (Puget Sound DPS)","Nooksack River - winter Steelhead",2010,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Nooksack River",1901,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/03 10:47:08","644DE742-6AF4-4F9B-BB61-C571180808A5",NA
"Steelhead (Puget Sound DPS)","Nooksack River - winter Steelhead",2011,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Nooksack River",1774,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/03 10:47:08","C6955A40-29A4-4ED5-A876-A15497377476",NA
"Steelhead (Puget Sound DPS)","Nooksack River - winter Steelhead",2012,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Nooksack River",1747,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/03 10:47:08","351AE0E2-74FB-4355-86EB-B149DC8E0545",NA
"Steelhead (Puget Sound DPS)","Nooksack River - winter Steelhead",2013,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Nooksack River",1805,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/03 10:47:08","3AF6F545-0246-4F8D-BB85-37A783695977",NA
"Steelhead (Puget Sound DPS)","Nooksack River - winter Steelhead",2014,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Nooksack River",1521,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/03 10:47:09","03C0D242-F589-4A69-AF5B-9FE14DE9B598",NA
"Steelhead (Puget Sound DPS)","Nooksack River - winter Steelhead",2015,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Nooksack River",2082,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/03 10:47:09","338387C7-C2F4-4041-BD1E-811014AA663E",NA
"Steelhead (Puget Sound DPS)","Nooksack River - winter Steelhead",2016,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Nooksack River",1842,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/03 10:47:09","928D49BC-9040-4584-928D-07E352114F82",NA
"Steelhead (Puget Sound DPS)","Nooksack River - winter Steelhead",2017,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Nooksack River",1714,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/03 10:47:09","16A7EE45-7701-4038-AB45-A8097B32B36F",NA
"Steelhead (Puget Sound DPS)","Nooksack River - winter Steelhead",2018,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Nooksack River",2006,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/03 10:47:09","2409FDE6-65A8-495C-A2CC-0A8842A3BAC0",NA
"Steelhead (Puget Sound DPS)","Pilchuck River - winter Steelhead",2007,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Pilchuck River",976,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/07/07 12:10:00","44D18784-58CE-4B9F-BCC5-B8D4FCEE4913",NA
"Steelhead (Puget Sound DPS)","Pilchuck River - winter Steelhead",2008,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Pilchuck River",646,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/07/07 12:10:00","9299A5D4-A23B-44A1-B2EE-B32AB46FE512",NA
"Steelhead (Puget Sound DPS)","Pilchuck River - winter Steelhead",2009,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Pilchuck River",344,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/07/07 12:10:01","DCD47E02-67F2-42C7-AA89-D295712C6DD4",NA
"Steelhead (Puget Sound DPS)","Pilchuck River - winter Steelhead",2010,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Pilchuck River",294,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/07/07 12:10:01","02497BC5-9CF2-4B7D-8CE6-25B626D7DD4E",NA
"Steelhead (Puget Sound DPS)","Pilchuck River - winter Steelhead",2011,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Pilchuck River",552,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/07/07 12:10:02","CF1DC5A4-CD15-4A6E-9645-49C0D5A7B06F",NA
"Steelhead (Puget Sound DPS)","Pilchuck River - winter Steelhead",2012,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Pilchuck River",848,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/07/07 12:07:50","5EAC6F3A-B45F-4A38-B464-73BE782AE618",NA
"Steelhead (Puget Sound DPS)","Pilchuck River - winter Steelhead",2013,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Pilchuck River",1036,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/07/07 12:07:51","7504FB40-A963-4274-B179-E4B23B7269FD",NA
"Steelhead (Puget Sound DPS)","Pilchuck River - winter Steelhead",2014,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Pilchuck River",676,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/07/07 12:09:55","F26B1ADC-8E04-4EA4-A369-E4063DA6B656",NA
"Steelhead (Puget Sound DPS)","Pilchuck River - winter Steelhead",2015,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Pilchuck River",1008,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/07/07 12:09:55","F45CCE4D-5C1C-400C-AEB5-0B8FD528E4A1",NA
"Steelhead (Puget Sound DPS)","Pilchuck River - winter Steelhead",2016,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Pilchuck River",822,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/07/07 12:09:56","5997D732-9F49-48C6-8C37-60C9DA85006E",NA
"Steelhead (Puget Sound DPS)","Pilchuck River - winter Steelhead",2017,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Pilchuck River",644,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/07/07 12:09:56","15218286-D589-4187-838B-3DD438769398",NA
"Steelhead (Puget Sound DPS)","Pilchuck River - winter Steelhead",2018,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Pilchuck River",588,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/07/07 12:09:57","7ACE0936-2FF7-40C2-AB2B-A18185945BE1",NA
"Steelhead (Puget Sound DPS)","Pilchuck River - winter Steelhead",2019,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Pilchuck River",336,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/07/07 12:09:58","80A2152A-CAFA-4B23-A00C-9C0EBECFF183",NA
"Steelhead (Puget Sound DPS)","Samish River and Bellingham Bay Tributaries - winter Steelhead",2007,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Samish River and Bellingham Bay Tributaries",494,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/03 10:56:27","57F316F3-03B2-40C0-8B5C-EAA1FDCA8BCE",NA
"Steelhead (Puget Sound DPS)","Samish River and Bellingham Bay Tributaries - winter Steelhead",2008,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Samish River and Bellingham Bay Tributaries",432,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/03 10:56:27","FBDDA0FD-FEBD-48C0-8EFD-EE22478DB74E",NA
"Steelhead (Puget Sound DPS)","Samish River and Bellingham Bay Tributaries - winter Steelhead",2009,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Samish River and Bellingham Bay Tributaries",434,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/03 10:56:33","167C07AB-8C15-4A3E-A91D-4842A809781A",NA
"Steelhead (Puget Sound DPS)","Samish River and Bellingham Bay Tributaries - winter Steelhead",2010,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Samish River and Bellingham Bay Tributaries",697,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/03 10:56:26","D7615EA1-FA56-47AD-9D98-CC244ECB0401",NA
"Steelhead (Puget Sound DPS)","Samish River and Bellingham Bay Tributaries - winter Steelhead",2011,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Samish River and Bellingham Bay Tributaries",1028,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/03 10:56:26","C0BE7EA6-B065-4EA2-8B64-0272D5B7A72F",NA
"Steelhead (Puget Sound DPS)","Samish River and Bellingham Bay Tributaries - winter Steelhead",2012,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Samish River and Bellingham Bay Tributaries",524,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/03 10:56:29","41F279D8-2D4A-4762-8AD9-2B12E46B4E12",NA
"Steelhead (Puget Sound DPS)","Samish River and Bellingham Bay Tributaries - winter Steelhead",2013,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Samish River and Bellingham Bay Tributaries",916,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/03 10:56:31","F75840A7-FEBC-4921-B47B-246AA6081575",NA
"Steelhead (Puget Sound DPS)","Samish River and Bellingham Bay Tributaries - winter Steelhead",2014,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Samish River and Bellingham Bay Tributaries",680,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/03 10:56:27","F727F93B-7B72-4327-8882-670C381B587E",NA
"Steelhead (Puget Sound DPS)","Samish River and Bellingham Bay Tributaries - winter Steelhead",2015,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Samish River and Bellingham Bay Tributaries",1876,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/03 10:56:27","57824E58-5ED5-4D07-AB78-50607D238026",NA
"Steelhead (Puget Sound DPS)","Samish River and Bellingham Bay Tributaries - winter Steelhead",2016,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Samish River and Bellingham Bay Tributaries",1456,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/03 10:56:26","BF355A4E-2540-4C08-B30B-6C8A11439EB2",NA
"Steelhead (Puget Sound DPS)","Samish River and Bellingham Bay Tributaries - winter Steelhead",2017,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Samish River and Bellingham Bay Tributaries",862,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/03 10:56:29","D61EE35C-B687-47A8-9DA6-CF95EF6F0D36",NA
"Steelhead (Puget Sound DPS)","Samish River and Bellingham Bay Tributaries - winter Steelhead",2018,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Samish River and Bellingham Bay Tributaries",1232,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/03 10:56:32","040902B9-6E22-4315-8722-693B2283B60E",NA
"Steelhead (Puget Sound DPS)","Skagit River - summer and winter Steelhead",2007,"Puget Sound steelhead","Steelhead","Both summer & winter","Northern Cascades","Skagit River",4242,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/20 04:10:18","F16D42BF-0753-4698-9252-4C1A71863666",NA
"Steelhead (Puget Sound DPS)","Skagit River - summer and winter Steelhead",2008,"Puget Sound steelhead","Steelhead","Both summer & winter","Northern Cascades","Skagit River",4887,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/20 04:10:37","57DA7B63-28D7-4936-8B68-C3A124560042",NA
"Steelhead (Puget Sound DPS)","Skagit River - summer and winter Steelhead",2009,"Puget Sound steelhead","Steelhead","Both summer & winter","Northern Cascades","Skagit River",2502,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/20 04:10:38","08F88F70-6210-406A-8B84-74A50E0D89AD",NA
"Steelhead (Puget Sound DPS)","Skagit River - summer and winter Steelhead",2010,"Puget Sound steelhead","Steelhead","Both summer & winter","Northern Cascades","Skagit River",3981,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/20 04:10:39","D736EDFB-2442-4EB6-A46A-6274560279E8",NA
"Steelhead (Puget Sound DPS)","Skagit River - summer and winter Steelhead",2011,"Puget Sound steelhead","Steelhead","Both summer & winter","Northern Cascades","Skagit River",5462,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/20 04:10:39","29BE9836-B9D4-41C3-9E22-E6F92A1C51C9",NA
"Steelhead (Puget Sound DPS)","Skagit River - summer and winter Steelhead",2012,"Puget Sound steelhead","Steelhead","Both summer & winter","Northern Cascades","Skagit River",6185,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/20 04:10:40","C9244EE9-919D-482D-9C50-B606AB8BDF49",NA
"Steelhead (Puget Sound DPS)","Skagit River - summer and winter Steelhead",2013,"Puget Sound steelhead","Steelhead","Both summer & winter","Northern Cascades","Skagit River",8727,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/20 04:10:41","C389971F-0F7C-4FA0-88F7-8C28672024F8",NA
"Steelhead (Puget Sound DPS)","Skagit River - summer and winter Steelhead",2014,"Puget Sound steelhead","Steelhead","Both summer & winter","Northern Cascades","Skagit River",9084,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/20 04:10:42","31E6C0D3-337B-479A-B2A9-0B5010A71762",NA
"Steelhead (Puget Sound DPS)","Skagit River - summer and winter Steelhead",2015,"Puget Sound steelhead","Steelhead","Both summer & winter","Northern Cascades","Skagit River",8644,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/20 04:10:42","7AEB5C00-E742-4130-8890-297FE7781B75",NA
"Steelhead (Puget Sound DPS)","Skagit River - summer and winter Steelhead",2016,"Puget Sound steelhead","Steelhead","Both summer & winter","Northern Cascades","Skagit River",7926,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/20 04:10:43","34B0112B-2FCF-48AF-BEC2-8122E9E77353",NA
"Steelhead (Puget Sound DPS)","Skagit River - summer and winter Steelhead",2017,"Puget Sound steelhead","Steelhead","Both summer & winter","Northern Cascades","Skagit River",6380,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/20 04:10:44","E8FFAF95-14CC-490D-B345-D366A805BC03",NA
"Steelhead (Puget Sound DPS)","Skagit River - summer and winter Steelhead",2018,"Puget Sound steelhead","Steelhead","Both summer & winter","Northern Cascades","Skagit River",6084,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/20 04:10:45","E2F0A3FA-6D42-4BD2-BC68-A7C75B402CF6",NA
"Steelhead (Puget Sound DPS)","Snohomish/Skykomish Rivers - winter Steelhead",2010,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Snohomish/Skykomish Rivers",732,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/21 10:51:37","75388590-B484-4205-B3FD-05FD13507C00",NA
"Steelhead (Puget Sound DPS)","Snohomish/Skykomish Rivers - winter Steelhead",2011,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Snohomish/Skykomish Rivers",1150,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/21 10:51:34","7035FD4D-262E-47B3-A4B0-B078DE35DD4D",NA
"Steelhead (Puget Sound DPS)","Snohomish/Skykomish Rivers - winter Steelhead",2012,"Puget Sound steelhead","Steelhead","Winter","Northern Cascades","Snohomish/Skykomish Rivers",876,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/21 10:51:35","5B326BDB-EEF4-4FBF-B0DD-47B7ABB5407B",NA
