"ESU_DPS","COMMONPOPNAME2","SPAWNINGYEAR","ESU_DPS_COMMONNAME","COMMONNAME","RUN","MAJORPOPGROUP","WATERBODY","final_abundance","datasource","final_abundance_data_type","METHODNUMBER","CONTACTAGENCY","SUBMITAGENCY","LASTUPDATED","ID","PROTMETHNAME"
"Steelhead (Snake River Basin DPS)","Joseph Creek - summer Steelhead",2005,"Snake River steelhead","Steelhead","Summer","Grande Ronde","Joseph Creek and Tributaries",1832,"Coordinated_Assessments","NOSAIJ",1,"Oregon Department of Fish and Wildlife","ODFW","2016/04/22 12:00:00","52A4E8E9-BC27-4EAC-A659-C4CA7D714CE9","Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin summer Steelhead populations in the Snake River Summer Steelhead DPS of Northeast Oregon from 1950-2015"
"Steelhead (Snake River Basin DPS)","Joseph Creek - summer Steelhead",2006,"Snake River steelhead","Steelhead","Summer","Grande Ronde","Joseph Creek and Tributaries",1428,"Coordinated_Assessments","NOSAIJ",1,"Oregon Department of Fish and Wildlife","ODFW","2016/04/22 12:00:00","E64D326A-60FC-4DD3-B829-114AAC95A56A","Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin summer Steelhead populations in the Snake River Summer Steelhead DPS of Northeast Oregon from 1950-2015"
"Steelhead (Snake River Basin DPS)","Joseph Creek - summer Steelhead",2007,"Snake River steelhead","Steelhead","Summer","Grande Ronde","Joseph Creek and Tributaries",1212,"Coordinated_Assessments","NOSAIJ",1,"Oregon Department of Fish and Wildlife","ODFW","2016/04/22 12:00:00","7596C0EF-E917-4EBF-82C1-3595090588B7","Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin summer Steelhead populations in the Snake River Summer Steelhead DPS of Northeast Oregon from 1950-2015"
"Steelhead (Snake River Basin DPS)","Joseph Creek - summer Steelhead",2008,"Snake River steelhead","Steelhead","Summer","Grande Ronde","Joseph Creek and Tributaries",2322,"Coordinated_Assessments","NOSAIJ",1,"Oregon Department of Fish and Wildlife","ODFW","2016/04/22 12:00:00","2BC54A6F-AE04-4D42-9ABB-E6B682F8CA96","Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin summer Steelhead populations in the Snake River Summer Steelhead DPS of Northeast Oregon from 1950-2015"
"Steelhead (Snake River Basin DPS)","Joseph Creek - summer Steelhead",2009,"Snake River steelhead","Steelhead","Summer","Grande Ronde","Joseph Creek and Tributaries",3598,"Coordinated_Assessments","NOSAIJ",1,"Oregon Department of Fish and Wildlife","ODFW","2016/04/22 12:00:00","CA511043-68A1-457B-88F5-10EDB49102D8","Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin summer Steelhead populations in the Snake River Summer Steelhead DPS of Northeast Oregon from 1950-2015"
"Steelhead (Snake River Basin DPS)","Joseph Creek - summer Steelhead",2010,"Snake River steelhead","Steelhead","Summer","Grande Ronde","Joseph Creek and Tributaries",1831,"Coordinated_Assessments","NOSAIJ",1,"Oregon Department of Fish and Wildlife","ODFW","2016/04/22 12:00:00","F409B9D5-8779-4A2E-AA15-F36261FD700A","Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin summer Steelhead populations in the Snake River Summer Steelhead DPS of Northeast Oregon from 1950-2015"
"Steelhead (Snake River Basin DPS)","Joseph Creek - summer Steelhead",2011,"Snake River steelhead","Steelhead","Summer","Grande Ronde","Joseph Creek and Tributaries",5647,"Coordinated_Assessments","NOSAIJ",1,"Oregon Department of Fish and Wildlife","ODFW","2016/04/22 12:00:00","9C421F6C-90D4-429A-A2FE-67A03B940F38","Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin summer Steelhead populations in the Snake River Summer Steelhead DPS of Northeast Oregon from 1950-2015"
"Steelhead (Snake River Basin DPS)","Joseph Creek - summer Steelhead",2012,"Snake River steelhead","Steelhead","Summer","Grande Ronde","Joseph Creek and Tributaries",1305,"Coordinated_Assessments","NOSAIJ",2,"Oregon Department of Fish and Wildlife","ODFW","2016/06/09 12:00:00","4376821A-A81C-47FB-871F-B1D8D8EC7578","Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin summer Steelhead populations in the Snake River Summer Steelhead DPS of Northeast Oregon from 1950-2015"
"Steelhead (Snake River Basin DPS)","Joseph Creek - summer Steelhead",2013,"Snake River steelhead","Steelhead","Summer","Grande Ronde","Joseph Creek and Tributaries",2149,"Coordinated_Assessments","NOSAIJ",2,"Oregon Department of Fish and Wildlife","ODFW","2016/06/09 12:00:00","5CBE3EC0-62FA-482E-96B2-725B4D1A2AB0","Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin summer Steelhead populations in the Snake River Summer Steelhead DPS of Northeast Oregon from 1950-2015"
"Steelhead (Snake River Basin DPS)","Joseph Creek - summer Steelhead",2014,"Snake River steelhead","Steelhead","Summer","Grande Ronde","Joseph Creek and Tributaries",2641,"Coordinated_Assessments","NOSAIJ",2,"Oregon Department of Fish and Wildlife","ODFW","2016/06/09 12:00:00","19355501-1763-4EEB-9FC1-79CD70CE6453","Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin summer Steelhead populations in the Snake River Summer Steelhead DPS of Northeast Oregon from 1950-2015"
"Steelhead (Snake River Basin DPS)","Joseph Creek - summer Steelhead",2015,"Snake River steelhead","Steelhead","Summer","Grande Ronde","Joseph Creek and Tributaries",2916,"Coordinated_Assessments","NOSAIJ",2,"Oregon Department of Fish and Wildlife","ODFW","2017/08/14 12:00:00","02B723BA-07E3-4F02-A1B0-D8D6F166345F","Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin summer Steelhead populations in the Snake River Summer Steelhead DPS of Northeast Oregon from 1950-2015"
"Steelhead (Snake River Basin DPS)","Joseph Creek - summer Steelhead",2016,"Snake River steelhead","Steelhead","Summer","Grande Ronde","Joseph Creek and Tributaries",1593,"Coordinated_Assessments","NOSAIJ",2,"Oregon Department of Fish and Wildlife","ODFW","2017/08/14 12:00:00","D9484118-F7CA-46B1-91D7-DDF030CF93E7","Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin summer Steelhead populations in the Snake River Summer Steelhead DPS of Northeast Oregon from 1950-2015"
"Steelhead (Snake River Basin DPS)","Joseph Creek - summer Steelhead",2017,"Snake River steelhead","Steelhead","Summer","Grande Ronde","Joseph Creek and Tributaries",1565,"Coordinated_Assessments","NOSAIJ",3,"Oregon Department of Fish and Wildlife","ODFW","2017/11/15 12:00:00","16219907-0040-4A3C-A731-DD6CAEBEC20D","Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin summer Steelhead populations in the Snake River Summer Steelhead DPS of Northeast Oregon from 1950-2015"
"Steelhead (Snake River Basin DPS)","Tucannon River - summer Steelhead",2010,"Snake River steelhead","Steelhead","Summer","Lower Snake","Tucannon River",935,"Coordinated_Assessments","NOSAIJ",2,"Nez Perce Tribe","NPT","2020/04/03 01:15:47","2d6ba226-bc24-4d92-8b6e-5a2f6af89192","PIT tag Based Escapement Estimation Above Lower Granite Dam v1.0"
"Steelhead (Snake River Basin DPS)","Tucannon River - summer Steelhead",2011,"Snake River steelhead","Steelhead","Summer","Lower Snake","Tucannon River",720,"Coordinated_Assessments","NOSAIJ",2,"Nez Perce Tribe","NPT","2020/04/03 01:15:53","c7c4f164-f674-4639-a293-414e8a2c743f","PIT tag Based Escapement Estimation Above Lower Granite Dam v1.0"
"Steelhead (Snake River Basin DPS)","Tucannon River - summer Steelhead",2012,"Snake River steelhead","Steelhead","Summer","Lower Snake","Tucannon River",1020,"Coordinated_Assessments","NOSAIJ",2,"Nez Perce Tribe","NPT","2020/04/03 01:15:58","9d33fb13-0f54-4306-b5fc-bb452031fed9","PIT tag Based Escapement Estimation Above Lower Granite Dam v1.0"
"Steelhead (Snake River Basin DPS)","Tucannon River - summer Steelhead",2013,"Snake River steelhead","Steelhead","Summer","Lower Snake","Tucannon River",391,"Coordinated_Assessments","NOSAIJ",2,"Nez Perce Tribe","NPT","2020/04/03 01:16:04","e8acf77e-0105-432e-ba1d-aad2d1c432a7","PIT tag Based Escapement Estimation Above Lower Granite Dam v1.0"
"Steelhead (Snake River Basin DPS)","Tucannon River - summer Steelhead",2014,"Snake River steelhead","Steelhead","Summer","Lower Snake","Tucannon River",535,"Coordinated_Assessments","NOSAIJ",2,"Nez Perce Tribe","NPT","2020/04/03 01:16:10","cf0b7c7e-58bd-43a9-b6d6-6dc6f0cd1bfc","PIT tag Based Escapement Estimation Above Lower Granite Dam v1.0"
"Steelhead (Snake River Basin DPS)","Tucannon River - summer Steelhead",2015,"Snake River steelhead","Steelhead","Summer","Lower Snake","Tucannon River",847,"Coordinated_Assessments","NOSAIJ",2,"Nez Perce Tribe","NPT","2020/04/03 01:16:15","04af084f-9987-48fd-aced-d831d09f2a3b","PIT tag Based Escapement Estimation Above Lower Granite Dam v1.0"
"Steelhead (Snake River Basin DPS)","Tucannon River - summer Steelhead",2016,"Snake River steelhead","Steelhead","Summer","Lower Snake","Tucannon River",610,"Coordinated_Assessments","NOSAIJ",2,"Nez Perce Tribe","NPT","2020/04/03 01:16:21","c7b5e998-0c41-4761-a4d9-d618b99cd0a4","PIT tag Based Escapement Estimation Above Lower Granite Dam v1.0"
"Steelhead (Snake River Basin DPS)","Tucannon River - summer Steelhead",2017,"Snake River steelhead","Steelhead","Summer","Lower Snake","Tucannon River",301,"Coordinated_Assessments","NOSAIJ",2,"Nez Perce Tribe","NPT","2020/04/03 01:16:27","92397fa1-b7fc-47a8-ad4a-64e680eac9f1","PIT tag Based Escapement Estimation Above Lower Granite Dam v1.0"
"Steelhead (Snake River Basin DPS)","Tucannon River - summer Steelhead",2018,"Snake River steelhead","Steelhead","Summer","Lower Snake","Tucannon River",476,"Coordinated_Assessments","NOSAIJ",2,"Nez Perce Tribe","NPT","2020/04/03 01:16:34","5f6a0409-6279-4cd2-8ca6-9fd5e3f8e3c2","PIT tag Based Escapement Estimation Above Lower Granite Dam v1.0"
"Steelhead (Snake River Basin DPS)","Tucannon River - summer Steelhead",2019,"Snake River steelhead","Steelhead","Summer","Lower Snake","Tucannon River",279,"Coordinated_Assessments","NOSAIJ",2,"Nez Perce Tribe","NPT","2020/04/03 01:16:41","b971ffa6-7035-433e-aab4-2850bb82d700","PIT tag Based Escapement Estimation Above Lower Granite Dam v1.0"
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",1987,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",104,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/01/29 08:50:33","02A9EA81-F384-D348-AB28-20656D268A2D","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",1988,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",182,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/01/29 08:50:33","02AB03A2-C83E-ABC8-72A9-7934C931344D","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",1989,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",113,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/01/29 08:50:34","02AB21BA-BFA5-2DE3-F709-5B940F23EF0A","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",1990,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",109,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/01/29 08:50:34","02AB3171-CF7F-B1A9-822B-9F48198DF9CB","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",1991,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",56,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/01/29 08:50:34","02AB533B-CB1E-F8D0-98D3-85321520CACD","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",1992,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",104,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/01/29 08:50:34","02AB76A1-C5AA-988B-C8DD-8343881A8F45","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",1993,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",62,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/01/29 08:50:35","02AB97F1-EF1C-2092-5F6B-76F196F5ED2A","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",1994,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",36,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/01/29 08:50:35","02ABB47C-069A-BD39-9BDD-F3461AC60D2E","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",1995,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",36,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/01/29 08:50:35","02ABD490-DF19-8433-74F4-E3B15C21CBEC","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",1996,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",48,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/01/29 08:50:35","02ABF2AE-9D5B-17B0-FD6F-5CB2FF41971B","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",1997,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",31,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/01/29 08:50:35","02AC1348-CA49-DE2B-5686-E2F05985429E","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",1998,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",37,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/01/29 08:50:36","02AC3252-EEF7-D150-AE56-41736FE151E3","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",1999,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",38,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/01/29 08:50:36","02AC415B-B9AB-34BA-1EAB-7A6A0145A87C","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",2000,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",51,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/01/29 08:50:36","02AC62F9-DF21-ECDA-E6EC-6CF33E356297","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",2001,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",98,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/01/29 08:50:37","02AC800E-C269-4E11-840B-3584DB0D7ECA","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",2002,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",266,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/01/29 08:50:37","02AC9050-B906-8385-D177-F37D0C33C120","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",2003,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",117,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/01/29 08:50:37","02ACB3AE-E420-7985-A140-C5A0525F82BD","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",2004,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",94,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/01/29 08:50:38","02ACD63C-E2F9-0413-E808-1D882797F94F","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",2005,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",116,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/01/29 08:50:38","02ACF752-EFF1-CE1F-5F92-891AC7CCAE4B","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",2006,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",128,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/01/29 08:50:38","02AD1912-DB09-3B81-9FB0-1A392A632271","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",2007,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",59,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/01/29 08:50:39","02AD4DB9-F054-6D29-F21B-35889DC493D2","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",2008,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",123,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/01/29 08:50:39","02A9FC66-C35E-DFAB-CEEA-AC5939936FA4","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",2009,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",102,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/01/29 08:50:39","02AA1F11-0D2E-9522-B24F-B9818A089F3C","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",2010,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",297,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/01/29 08:50:39","02AA3FB3-FFE0-2175-E223-39C4AC13F7F6","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",2011,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",293,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/01/29 08:50:40","02AA617B-02EC-24E7-5235-0E07DCD46D9C","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",2012,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",171,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/28 09:36:03","02AA8355-0F60-1479-0CBA-AEA54EE8962D","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",2013,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",129,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/28 09:36:04","02AAA2F2-0663-363D-E8B2-EC01D6B1F2C1","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",2014,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",161,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/28 09:36:05","02AAC421-F9CE-F439-29BC-C49CA2BE4E93","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",2015,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",227,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/28 09:36:27","02AAE809-BBCD-3393-C31C-679ED649FDB7","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",2016,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",131,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/28 09:36:28","1EE443A6-5056-8E43-35C0-45CBCFCC949A","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",2017,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",18,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/28 09:36:28","a3f3c007-298b-4015-a3d2-de219af0678a","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",2018,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",46,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/28 09:36:29","a379d8ab-5bde-4e5f-b6d0-51f353fdfc25","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Entiat River - summer Steelhead",2019,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Entiat River",21,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/28 09:36:30","01264c8b-d702-4710-8505-a39d581e22b1","Priest Rapids minus Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam."
"Steelhead (Upper Columbia River DPS)","Methow River - summer Steelhead",1988,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Methow River",393,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/01/29 08:55:34","83CB1089-A2C5-2C61-B818-E4501E7F1013","Natural-Origin Spawners: Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam.
Hatchery-Origin Spawners"
"Steelhead (Upper Columbia River DPS)","Methow River - summer Steelhead",1989,"Upper Columbia steelhead","Steelhead","Summer","North Cascades","Methow River",304,"Coordinated_Assessments","NOSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/01/29 08:55:34","83CB37D6-928F-11C6-6C8A-877AD3593E62","Natural-Origin Spawners: Wells Dam counts apportioned to population by radio telemetry estimates. Harvest and broodstock removed. 10% prespawn mortality applied. Age composition from fish trapped and sampled at Priest Rapids Dam.
Hatchery-Origin Spawners"
