ESU_DPS,COMMON_POPULATION_NAME,OBJECTID_POPTable,WCR_POP_ID,TRT_POP_ID,NWFSC_POP_ID,POPULATION,TYPE,STATUS,RUN_TIMING,MIDLEVEL_GROUP,OBJECTID_DPSTable,Common species,DPS_ID,FRN,LISTING_DESCRIPTION,LISTING_STATUS,SPECIES,TRT
Steelhead (Lower Columbia River DPS),East Fork Lewis River - winter Steelhead,119,STLCRwiEFL,,229,East Fork Lewis River,Independent,Extant,winter,Cascade winter,17,steelhead,STLCR,"79 FR 20802, Apr 14, 2014",Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers between the Cowlitz and Wind Rivers (inclusive) and the Willamette and Hood Rivers (inclusive); excludes such fish originating from the upper Willamette River basin above Willamette Falls. This DPS does include steelhead from seven artificial propagation programs: the Cowlitz Trout Hatchery Late Winter-run Program (Lower Cowlitz); Kalama River Wild Winter-run and Summer-run Programs; Clackamas Hatchery Late Winter-run Program (Oregon Department of Fish and Wildlife (ODFW) Stock #122); Sandy Hatchery Late Winter-run Program (ODFW Stock #11); Hood River Winter-run Program (ODFW Stock #50); and the Lewis River Wild Late-run Winter Steelhead Program.,Threatened,Oncorhynchus mykiss,Willamette-Lower Columbia Technical Recovery Team
Steelhead (Lower Columbia River DPS),Kalama River - summer Steelhead,122,STLCRsuKAL,,232,Kalama River,Independent,Extant,summer,Cascade summer,17,steelhead,STLCR,"79 FR 20802, Apr 14, 2014",Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers between the Cowlitz and Wind Rivers (inclusive) and the Willamette and Hood Rivers (inclusive); excludes such fish originating from the upper Willamette River basin above Willamette Falls. This DPS does include steelhead from seven artificial propagation programs: the Cowlitz Trout Hatchery Late Winter-run Program (Lower Cowlitz); Kalama River Wild Winter-run and Summer-run Programs; Clackamas Hatchery Late Winter-run Program (Oregon Department of Fish and Wildlife (ODFW) Stock #122); Sandy Hatchery Late Winter-run Program (ODFW Stock #11); Hood River Winter-run Program (ODFW Stock #50); and the Lewis River Wild Late-run Winter Steelhead Program.,Threatened,Oncorhynchus mykiss,Willamette-Lower Columbia Technical Recovery Team
Steelhead (Lower Columbia River DPS),Kalama River - winter Steelhead,123,STLCRwiKAL,,233,Kalama River,Independent,Extant,winter,Cascade winter,17,steelhead,STLCR,"79 FR 20802, Apr 14, 2014",Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers between the Cowlitz and Wind Rivers (inclusive) and the Willamette and Hood Rivers (inclusive); excludes such fish originating from the upper Willamette River basin above Willamette Falls. This DPS does include steelhead from seven artificial propagation programs: the Cowlitz Trout Hatchery Late Winter-run Program (Lower Cowlitz); Kalama River Wild Winter-run and Summer-run Programs; Clackamas Hatchery Late Winter-run Program (Oregon Department of Fish and Wildlife (ODFW) Stock #122); Sandy Hatchery Late Winter-run Program (ODFW Stock #11); Hood River Winter-run Program (ODFW Stock #50); and the Lewis River Wild Late-run Winter Steelhead Program.,Threatened,Oncorhynchus mykiss,Willamette-Lower Columbia Technical Recovery Team
Steelhead (Lower Columbia River DPS),Lower Cowlitz River - winter Steelhead,124,STLCRwiLCZ,,234,Lower Cowlitz River,Independent,Extant,winter,Cascade winter,17,steelhead,STLCR,"79 FR 20802, Apr 14, 2014",Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers between the Cowlitz and Wind Rivers (inclusive) and the Willamette and Hood Rivers (inclusive); excludes such fish originating from the upper Willamette River basin above Willamette Falls. This DPS does include steelhead from seven artificial propagation programs: the Cowlitz Trout Hatchery Late Winter-run Program (Lower Cowlitz); Kalama River Wild Winter-run and Summer-run Programs; Clackamas Hatchery Late Winter-run Program (Oregon Department of Fish and Wildlife (ODFW) Stock #122); Sandy Hatchery Late Winter-run Program (ODFW Stock #11); Hood River Winter-run Program (ODFW Stock #50); and the Lewis River Wild Late-run Winter Steelhead Program.,Threatened,Oncorhynchus mykiss,Willamette-Lower Columbia Technical Recovery Team
Steelhead (Lower Columbia River DPS),Lower Gorge Tributaries - winter Steelhead,125,STLCRwiLGT,,235,Lower Gorge Tributaries,Independent,Extant,winter,Gorge winter,17,steelhead,STLCR,"79 FR 20802, Apr 14, 2014",Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers between the Cowlitz and Wind Rivers (inclusive) and the Willamette and Hood Rivers (inclusive); excludes such fish originating from the upper Willamette River basin above Willamette Falls. This DPS does include steelhead from seven artificial propagation programs: the Cowlitz Trout Hatchery Late Winter-run Program (Lower Cowlitz); Kalama River Wild Winter-run and Summer-run Programs; Clackamas Hatchery Late Winter-run Program (Oregon Department of Fish and Wildlife (ODFW) Stock #122); Sandy Hatchery Late Winter-run Program (ODFW Stock #11); Hood River Winter-run Program (ODFW Stock #50); and the Lewis River Wild Late-run Winter Steelhead Program.,Threatened,Oncorhynchus mykiss,Willamette-Lower Columbia Technical Recovery Team
Steelhead (Lower Columbia River DPS),North Fork Lewis River - summer Steelhead,126,STLCRsuNFL,,236,North Fork Lewis River,Independent,Extant,summer,Cascade summer,17,steelhead,STLCR,"79 FR 20802, Apr 14, 2014",Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers between the Cowlitz and Wind Rivers (inclusive) and the Willamette and Hood Rivers (inclusive); excludes such fish originating from the upper Willamette River basin above Willamette Falls. This DPS does include steelhead from seven artificial propagation programs: the Cowlitz Trout Hatchery Late Winter-run Program (Lower Cowlitz); Kalama River Wild Winter-run and Summer-run Programs; Clackamas Hatchery Late Winter-run Program (Oregon Department of Fish and Wildlife (ODFW) Stock #122); Sandy Hatchery Late Winter-run Program (ODFW Stock #11); Hood River Winter-run Program (ODFW Stock #50); and the Lewis River Wild Late-run Winter Steelhead Program.,Threatened,Oncorhynchus mykiss,Willamette-Lower Columbia Technical Recovery Team
Steelhead (Lower Columbia River DPS),North Fork Lewis River - winter Steelhead,127,STLCRwiNFL,,237,North Fork Lewis River,Independent,Extant,winter,Cascade winter,17,steelhead,STLCR,"79 FR 20802, Apr 14, 2014",Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers between the Cowlitz and Wind Rivers (inclusive) and the Willamette and Hood Rivers (inclusive); excludes such fish originating from the upper Willamette River basin above Willamette Falls. This DPS does include steelhead from seven artificial propagation programs: the Cowlitz Trout Hatchery Late Winter-run Program (Lower Cowlitz); Kalama River Wild Winter-run and Summer-run Programs; Clackamas Hatchery Late Winter-run Program (Oregon Department of Fish and Wildlife (ODFW) Stock #122); Sandy Hatchery Late Winter-run Program (ODFW Stock #11); Hood River Winter-run Program (ODFW Stock #50); and the Lewis River Wild Late-run Winter Steelhead Program.,Threatened,Oncorhynchus mykiss,Willamette-Lower Columbia Technical Recovery Team
Steelhead (Lower Columbia River DPS),North Fork Toutle River - winter Steelhead,128,STLCRwiNFT,,238,North Fork Toutle River,Independent,Extant,winter,Cascade winter,17,steelhead,STLCR,"79 FR 20802, Apr 14, 2014",Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers between the Cowlitz and Wind Rivers (inclusive) and the Willamette and Hood Rivers (inclusive); excludes such fish originating from the upper Willamette River basin above Willamette Falls. This DPS does include steelhead from seven artificial propagation programs: the Cowlitz Trout Hatchery Late Winter-run Program (Lower Cowlitz); Kalama River Wild Winter-run and Summer-run Programs; Clackamas Hatchery Late Winter-run Program (Oregon Department of Fish and Wildlife (ODFW) Stock #122); Sandy Hatchery Late Winter-run Program (ODFW Stock #11); Hood River Winter-run Program (ODFW Stock #50); and the Lewis River Wild Late-run Winter Steelhead Program.,Threatened,Oncorhynchus mykiss,Willamette-Lower Columbia Technical Recovery Team
Steelhead (Lower Columbia River DPS),Salmon Creek - winter Steelhead,129,STLCRwiSAL,,239,Salmon Creek,Independent,Extant,winter,,17,steelhead,STLCR,"79 FR 20802, Apr 14, 2014",Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers between the Cowlitz and Wind Rivers (inclusive) and the Willamette and Hood Rivers (inclusive); excludes such fish originating from the upper Willamette River basin above Willamette Falls. This DPS does include steelhead from seven artificial propagation programs: the Cowlitz Trout Hatchery Late Winter-run Program (Lower Cowlitz); Kalama River Wild Winter-run and Summer-run Programs; Clackamas Hatchery Late Winter-run Program (Oregon Department of Fish and Wildlife (ODFW) Stock #122); Sandy Hatchery Late Winter-run Program (ODFW Stock #11); Hood River Winter-run Program (ODFW Stock #50); and the Lewis River Wild Late-run Winter Steelhead Program.,Threatened,Oncorhynchus mykiss,Willamette-Lower Columbia Technical Recovery Team
Steelhead (Lower Columbia River DPS),South Fork Toutle River - winter Steelhead,131,STLCRwiSFT,,241,South Fork Toutle River,Independent,Extant,winter,Cascade winter,17,steelhead,STLCR,"79 FR 20802, Apr 14, 2014",Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers between the Cowlitz and Wind Rivers (inclusive) and the Willamette and Hood Rivers (inclusive); excludes such fish originating from the upper Willamette River basin above Willamette Falls. This DPS does include steelhead from seven artificial propagation programs: the Cowlitz Trout Hatchery Late Winter-run Program (Lower Cowlitz); Kalama River Wild Winter-run and Summer-run Programs; Clackamas Hatchery Late Winter-run Program (Oregon Department of Fish and Wildlife (ODFW) Stock #122); Sandy Hatchery Late Winter-run Program (ODFW Stock #11); Hood River Winter-run Program (ODFW Stock #50); and the Lewis River Wild Late-run Winter Steelhead Program.,Threatened,Oncorhynchus mykiss,Willamette-Lower Columbia Technical Recovery Team
Steelhead (Lower Columbia River DPS),Tilton River - winter Steelhead,132,STLCRwiTIL,,242,Tilton River,Independent,Extant,winter,Cascade winter,17,steelhead,STLCR,"79 FR 20802, Apr 14, 2014",Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers between the Cowlitz and Wind Rivers (inclusive) and the Willamette and Hood Rivers (inclusive); excludes such fish originating from the upper Willamette River basin above Willamette Falls. This DPS does include steelhead from seven artificial propagation programs: the Cowlitz Trout Hatchery Late Winter-run Program (Lower Cowlitz); Kalama River Wild Winter-run and Summer-run Programs; Clackamas Hatchery Late Winter-run Program (Oregon Department of Fish and Wildlife (ODFW) Stock #122); Sandy Hatchery Late Winter-run Program (ODFW Stock #11); Hood River Winter-run Program (ODFW Stock #50); and the Lewis River Wild Late-run Winter Steelhead Program.,Threatened,Oncorhynchus mykiss,Willamette-Lower Columbia Technical Recovery Team
Steelhead (Lower Columbia River DPS),Upper Cowlitz River - winter Steelhead,133,STLCRwiUCW,,243,Upper Cowlitz River,Independent,Extant,winter,Cascade winter,17,steelhead,STLCR,"79 FR 20802, Apr 14, 2014",Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers between the Cowlitz and Wind Rivers (inclusive) and the Willamette and Hood Rivers (inclusive); excludes such fish originating from the upper Willamette River basin above Willamette Falls. This DPS does include steelhead from seven artificial propagation programs: the Cowlitz Trout Hatchery Late Winter-run Program (Lower Cowlitz); Kalama River Wild Winter-run and Summer-run Programs; Clackamas Hatchery Late Winter-run Program (Oregon Department of Fish and Wildlife (ODFW) Stock #122); Sandy Hatchery Late Winter-run Program (ODFW Stock #11); Hood River Winter-run Program (ODFW Stock #50); and the Lewis River Wild Late-run Winter Steelhead Program.,Threatened,Oncorhynchus mykiss,Willamette-Lower Columbia Technical Recovery Team
Steelhead (Lower Columbia River DPS),Upper Gorge Tributaries - winter Steelhead,134,STLCRwiUGT,,244,Upper Gorge Tributaries,Independent,Extant,winter,Gorge winter,17,steelhead,STLCR,"79 FR 20802, Apr 14, 2014",Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers between the Cowlitz and Wind Rivers (inclusive) and the Willamette and Hood Rivers (inclusive); excludes such fish originating from the upper Willamette River basin above Willamette Falls. This DPS does include steelhead from seven artificial propagation programs: the Cowlitz Trout Hatchery Late Winter-run Program (Lower Cowlitz); Kalama River Wild Winter-run and Summer-run Programs; Clackamas Hatchery Late Winter-run Program (Oregon Department of Fish and Wildlife (ODFW) Stock #122); Sandy Hatchery Late Winter-run Program (ODFW Stock #11); Hood River Winter-run Program (ODFW Stock #50); and the Lewis River Wild Late-run Winter Steelhead Program.,Threatened,Oncorhynchus mykiss,Willamette-Lower Columbia Technical Recovery Team
Steelhead (Lower Columbia River DPS),Washougal River - summer Steelhead,135,STLCRsuWSH,,245,Washougal River,Independent,Extant,summer,Cascade summer,17,steelhead,STLCR,"79 FR 20802, Apr 14, 2014",Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers between the Cowlitz and Wind Rivers (inclusive) and the Willamette and Hood Rivers (inclusive); excludes such fish originating from the upper Willamette River basin above Willamette Falls. This DPS does include steelhead from seven artificial propagation programs: the Cowlitz Trout Hatchery Late Winter-run Program (Lower Cowlitz); Kalama River Wild Winter-run and Summer-run Programs; Clackamas Hatchery Late Winter-run Program (Oregon Department of Fish and Wildlife (ODFW) Stock #122); Sandy Hatchery Late Winter-run Program (ODFW Stock #11); Hood River Winter-run Program (ODFW Stock #50); and the Lewis River Wild Late-run Winter Steelhead Program.,Threatened,Oncorhynchus mykiss,Willamette-Lower Columbia Technical Recovery Team
Steelhead (Lower Columbia River DPS),Washougal River - winter Steelhead,136,STLCRwiWSH,,246,Washougal River,Independent,Extant,winter,Cascade winter,17,steelhead,STLCR,"79 FR 20802, Apr 14, 2014",Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers between the Cowlitz and Wind Rivers (inclusive) and the Willamette and Hood Rivers (inclusive); excludes such fish originating from the upper Willamette River basin above Willamette Falls. This DPS does include steelhead from seven artificial propagation programs: the Cowlitz Trout Hatchery Late Winter-run Program (Lower Cowlitz); Kalama River Wild Winter-run and Summer-run Programs; Clackamas Hatchery Late Winter-run Program (Oregon Department of Fish and Wildlife (ODFW) Stock #122); Sandy Hatchery Late Winter-run Program (ODFW Stock #11); Hood River Winter-run Program (ODFW Stock #50); and the Lewis River Wild Late-run Winter Steelhead Program.,Threatened,Oncorhynchus mykiss,Willamette-Lower Columbia Technical Recovery Team
Steelhead (Lower Columbia River DPS),Wind River - summer Steelhead,137,STLCRsuWND,,247,Wind River,Independent,Extant,summer,Gorge summer,17,steelhead,STLCR,"79 FR 20802, Apr 14, 2014",Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers between the Cowlitz and Wind Rivers (inclusive) and the Willamette and Hood Rivers (inclusive); excludes such fish originating from the upper Willamette River basin above Willamette Falls. This DPS does include steelhead from seven artificial propagation programs: the Cowlitz Trout Hatchery Late Winter-run Program (Lower Cowlitz); Kalama River Wild Winter-run and Summer-run Programs; Clackamas Hatchery Late Winter-run Program (Oregon Department of Fish and Wildlife (ODFW) Stock #122); Sandy Hatchery Late Winter-run Program (ODFW Stock #11); Hood River Winter-run Program (ODFW Stock #50); and the Lewis River Wild Late-run Winter Steelhead Program.,Threatened,Oncorhynchus mykiss,Willamette-Lower Columbia Technical Recovery Team
Steelhead (Middle Columbia River DPS),Klickitat River - summer and winter Steelhead,189,STMCRswKLT,MCKLI-s,254,Klickitat River,Independent,Extant,summer and winter,Cascades Eastern Slope Tributaries,18,,STMCR,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from the Columbia River and its tributaries upstream of the Wind and Hood Rivers (exclusive) to and including the Yakima River; excludes such fish originating from the Snake River basin. This DPS does include steelhead from seven artificial propagation programs: the Touchet River Endemic Program; Yakima River Kelt Reconditioning Program (in Satus Creek, Toppenish Creek, Naches River, and Upper Yakima River); Umatilla River Program (Oregon Department of Fish and Wildlife (ODFW) Stock #91); and the Deschutes River Program (ODFW Stock #66). This DPS does not include steelhead that are designated as part of an experimental population.",Threatened,Oncorhynchus mykiss,Interior Columbia Technical Recovery Team
Steelhead (Middle Columbia River DPS),Naches River - summer Steelhead,191,STMCRsuNCH,YRNAC-s,256,Naches River,Independent,Extant,summer,Yakima,18,,STMCR,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from the Columbia River and its tributaries upstream of the Wind and Hood Rivers (exclusive) to and including the Yakima River; excludes such fish originating from the Snake River basin. This DPS does include steelhead from seven artificial propagation programs: the Touchet River Endemic Program; Yakima River Kelt Reconditioning Program (in Satus Creek, Toppenish Creek, Naches River, and Upper Yakima River); Umatilla River Program (Oregon Department of Fish and Wildlife (ODFW) Stock #91); and the Deschutes River Program (ODFW Stock #66). This DPS does not include steelhead that are designated as part of an experimental population.",Threatened,Oncorhynchus mykiss,Interior Columbia Technical Recovery Team
Steelhead (Middle Columbia River DPS),Rock Creek - summer Steelhead,193,STMCRsuRCK,MCROC-s,258,Rock Creek,Independent,Extant,summer,Cascades Eastern Slope Tributaries,18,,STMCR,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from the Columbia River and its tributaries upstream of the Wind and Hood Rivers (exclusive) to and including the Yakima River; excludes such fish originating from the Snake River basin. This DPS does include steelhead from seven artificial propagation programs: the Touchet River Endemic Program; Yakima River Kelt Reconditioning Program (in Satus Creek, Toppenish Creek, Naches River, and Upper Yakima River); Umatilla River Program (Oregon Department of Fish and Wildlife (ODFW) Stock #91); and the Deschutes River Program (ODFW Stock #66). This DPS does not include steelhead that are designated as part of an experimental population.",Threatened,Oncorhynchus mykiss,Interior Columbia Technical Recovery Team
Steelhead (Middle Columbia River DPS),Satus Creek - summer Steelhead,194,STMCRsuSAT,YRSAT-s,259,Satus Creek,Independent,Extant,summer,Yakima,18,,STMCR,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from the Columbia River and its tributaries upstream of the Wind and Hood Rivers (exclusive) to and including the Yakima River; excludes such fish originating from the Snake River basin. This DPS does include steelhead from seven artificial propagation programs: the Touchet River Endemic Program; Yakima River Kelt Reconditioning Program (in Satus Creek, Toppenish Creek, Naches River, and Upper Yakima River); Umatilla River Program (Oregon Department of Fish and Wildlife (ODFW) Stock #91); and the Deschutes River Program (ODFW Stock #66). This DPS does not include steelhead that are designated as part of an experimental population.",Threatened,Oncorhynchus mykiss,Interior Columbia Technical Recovery Team
Steelhead (Middle Columbia River DPS),Toppenish Creek - summer Steelhead,196,STMCRsuTOP,YRTOP-s,261,Toppenish Creek,Independent,Extant,summer,Yakima,18,,STMCR,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from the Columbia River and its tributaries upstream of the Wind and Hood Rivers (exclusive) to and including the Yakima River; excludes such fish originating from the Snake River basin. This DPS does include steelhead from seven artificial propagation programs: the Touchet River Endemic Program; Yakima River Kelt Reconditioning Program (in Satus Creek, Toppenish Creek, Naches River, and Upper Yakima River); Umatilla River Program (Oregon Department of Fish and Wildlife (ODFW) Stock #91); and the Deschutes River Program (ODFW Stock #66). This DPS does not include steelhead that are designated as part of an experimental population.",Threatened,Oncorhynchus mykiss,Interior Columbia Technical Recovery Team
Steelhead (Middle Columbia River DPS),Touchet River - summer Steelhead,197,STMCRsuTOC,WWTOU-s,262,Touchet River,Independent,Extant,summer,Walla Walla and Umatilla,18,,STMCR,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from the Columbia River and its tributaries upstream of the Wind and Hood Rivers (exclusive) to and including the Yakima River; excludes such fish originating from the Snake River basin. This DPS does include steelhead from seven artificial propagation programs: the Touchet River Endemic Program; Yakima River Kelt Reconditioning Program (in Satus Creek, Toppenish Creek, Naches River, and Upper Yakima River); Umatilla River Program (Oregon Department of Fish and Wildlife (ODFW) Stock #91); and the Deschutes River Program (ODFW Stock #66). This DPS does not include steelhead that are designated as part of an experimental population.",Threatened,Oncorhynchus mykiss,Interior Columbia Technical Recovery Team
Steelhead (Middle Columbia River DPS),Walla Walla River - summer Steelhead,199,STMCRsuWAL,WWMAI-s,264,Walla Walla River,Independent,Extant,summer,Walla Walla and Umatilla,18,,STMCR,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from the Columbia River and its tributaries upstream of the Wind and Hood Rivers (exclusive) to and including the Yakima River; excludes such fish originating from the Snake River basin. This DPS does include steelhead from seven artificial propagation programs: the Touchet River Endemic Program; Yakima River Kelt Reconditioning Program (in Satus Creek, Toppenish Creek, Naches River, and Upper Yakima River); Umatilla River Program (Oregon Department of Fish and Wildlife (ODFW) Stock #91); and the Deschutes River Program (ODFW Stock #66). This DPS does not include steelhead that are designated as part of an experimental population.",Threatened,Oncorhynchus mykiss,Interior Columbia Technical Recovery Team
Steelhead (Middle Columbia River DPS),White Salmon River - summer Steelhead,,STMCRsuWSR,,265,White Salmon River,Independent,Functionally Extirpated,summer,Cascades Eastern Slope Tributaries,18,,STMCR,"80 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from the Columbia River and its tributaries upstream of the Wind and Hood Rivers (exclusive) to and including the Yakima River; excludes such fish originating from the Snake River basin. This DPS does include steelhead from seven artificial propagation programs: the Touchet River Endemic Program; Yakima River Kelt Reconditioning Program (in Satus Creek, Toppenish Creek, Naches River, and Upper Yakima River); Umatilla River Program (Oregon Department of Fish and Wildlife (ODFW) Stock #91); and the Deschutes River Program (ODFW Stock #66). This DPS does not include steelhead that are designated as part of an experimental population.",Threatened,Oncorhynchus mykiss,Interior Columbia Technical Recovery Team
Steelhead (Middle Columbia River DPS),Yakima River Upper Mainstem - summer Steelhead,202,STMCRsuYAK,YRUMA-s,267,Yakima River Upper Mainstem,Independent,Extant,summer,Yakima,18,,STMCR,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from the Columbia River and its tributaries upstream of the Wind and Hood Rivers (exclusive) to and including the Yakima River; excludes such fish originating from the Snake River basin. This DPS does include steelhead from seven artificial propagation programs: the Touchet River Endemic Program; Yakima River Kelt Reconditioning Program (in Satus Creek, Toppenish Creek, Naches River, and Upper Yakima River); Umatilla River Program (Oregon Department of Fish and Wildlife (ODFW) Stock #91); and the Deschutes River Program (ODFW Stock #66). This DPS does not include steelhead that are designated as part of an experimental population.",Threatened,Oncorhynchus mykiss,Interior Columbia Technical Recovery Team
Steelhead (Puget Sound DPS),Baker River - summer and winter Steelhead,138,STPUGswBKR,baker,268,Baker River,Independent,Extant,summer and winter,Northern Cascades,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Puget Sound DPS),Canyon Creek - summer Steelhead,139,STPUGsuCAN,canys,269,Canyon Creek,Independent,Extant,summer,Northern Cascades,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Puget Sound DPS),Cedar River - winter steelhead,140,STPUGwiCDR,cedar,270,Cedar River,Independent,Extant,winter,Central and South Puget Sound,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Puget Sound DPS),Deer Creek - summer Steelhead,141,STPUGsuDER,deers,271,Deer Creek,Independent,Extant,summer,Northern Cascades,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Puget Sound DPS),Drayton Harbor Tributaries - winter Steelhead,142,STPUGwiDHT,bndwa,272,Drayton Harbor Tributaries,Independent,Extant,winter,Northern Cascades,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Puget Sound DPS),Dungeness River - winter steelhead,143,STPUGswDNG,dungw,273,Dungeness River,Independent,Extant,summer and winter,Hood Canal and Strait of Juan de Fuca,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
Steelhead (Puget Sound DPS),East Hood Canal - winter steelhead,144,STPUGwiEHC,ehood,274,East Hood Canal Tributaries,Independent,Extant,winter,Hood Canal and Strait of Juan de Fuca,21,,STPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, steelhead from six artificial propagation programs: the Green River Natural Program; White River Winter Steelhead Supplementation Program; Hood Canal Steelhead Supplementation Off-station Projects in the Dewatto, Skokomish, and Duckabush Rivers; and the Lower Elwha Fish Hatchery Wild Steelhead Recovery Program.",Threatened,Oncorhynchus mykiss,Puget Sound Steelhead Technical Recovery Team
