"ESU_DPS","ESU_DPS_COMMONNAME","MAJORPOPGROUP","COMMONPOPNAME2","COMMONNAME","RUN","WATERBODY","SPAWNINGYEAR","final_abundance","final_abundance_data_type","METHODNUMBER"
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead",NA,"Upper Gorge Tributaries - winter Steelhead","Steelhead","Winter",NA,2015,13,"TSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead",NA,"Upper Gorge Tributaries - winter Steelhead","Steelhead","Winter",NA,2016,12,"TSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead",NA,"Upper Gorge Tributaries - winter Steelhead","Steelhead","Winter",NA,2017,10,"TSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead",NA,"Upper Gorge Tributaries - winter Steelhead","Steelhead","Winter",NA,2018,18,"TSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead",NA,"Upper Gorge Tributaries - winter Steelhead","Steelhead","Winter",NA,2019,10,"TSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead",NA,"Upper Gorge Tributaries - winter Steelhead","Steelhead","Winter",NA,2020,8,"TSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead",NA,"Upper Gorge Tributaries - winter Steelhead","Steelhead","Winter",NA,2021,4,"TSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - summer Steelhead","Steelhead","Summer",NA,1998,120,"NOSAIJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - summer Steelhead","Steelhead","Summer",NA,1999,135,"NOSAIJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - summer Steelhead","Steelhead","Summer",NA,2000,140,"NOSAIJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - summer Steelhead","Steelhead","Summer",NA,2001,184,"NOSAIJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - summer Steelhead","Steelhead","Summer",NA,2002,404,"NOSAIJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - summer Steelhead","Steelhead","Summer",NA,2003,607,"NOSAIJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - summer Steelhead","Steelhead","Summer",NA,2005,608,"NOSAIJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - summer Steelhead","Steelhead","Summer",NA,2006,636,"NOSAIJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - summer Steelhead","Steelhead","Summer",NA,2007,681,"NOSAIJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - summer Steelhead","Steelhead","Summer",NA,2008,755,"NOSAIJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - summer Steelhead","Steelhead","Summer",NA,2009,433,"NOSAIJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - summer Steelhead","Steelhead","Summer",NA,2010,787,"NOSAIJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - summer Steelhead","Steelhead","Summer",NA,2012,842,"NOSAIJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - summer Steelhead","Steelhead","Summer",NA,2014,544,"NOSAIJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - summer Steelhead","Steelhead","Summer",NA,2015,783,"NOSAIJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - summer Steelhead","Steelhead","Summer",NA,2016,624,"NOSAIJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - summer Steelhead","Steelhead","Summer",NA,2017,567,"NOSAIJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - summer Steelhead","Steelhead","Summer",NA,2018,876,"NOSAIJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - summer Steelhead","Steelhead","Summer",NA,2019,456,"NOSAIJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - summer Steelhead","Steelhead","Summer",NA,2020,392,"NOSAIJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - summer Steelhead","Steelhead","Summer",NA,2021,128,"NOSAIJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - winter Steelhead","Steelhead","Winter",NA,1998,195,"TSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - winter Steelhead","Steelhead","Winter",NA,1999,294,"TSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - winter Steelhead","Steelhead","Winter",NA,2001,216,"TSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - winter Steelhead","Steelhead","Winter",NA,2002,286,"TSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - winter Steelhead","Steelhead","Winter",NA,2003,764,"TSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - winter Steelhead","Steelhead","Winter",NA,2004,1114,"TSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - winter Steelhead","Steelhead","Winter",NA,2005,320,"TSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - winter Steelhead","Steelhead","Winter",NA,2006,524,"TSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - winter Steelhead","Steelhead","Winter",NA,2007,632,"TSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - winter Steelhead","Steelhead","Winter",NA,2008,732,"TSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - winter Steelhead","Steelhead","Winter",NA,2009,418,"TSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - winter Steelhead","Steelhead","Winter",NA,2010,232,"TSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - winter Steelhead","Steelhead","Winter",NA,2011,204,"TSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - winter Steelhead","Steelhead","Winter",NA,2012,306,"TSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - winter Steelhead","Steelhead","Winter",NA,2013,678,"TSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - winter Steelhead","Steelhead","Winter",NA,2014,388,"TSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - winter Steelhead","Steelhead","Winter",NA,2015,648,"TSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - winter Steelhead","Steelhead","Winter",NA,2016,636,"TSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - winter Steelhead","Steelhead","Winter",NA,2017,602,"TSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - winter Steelhead","Steelhead","Winter",NA,2018,438,"TSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - winter Steelhead","Steelhead","Winter",NA,2019,130,"TSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - winter Steelhead","Steelhead","Winter",NA,2020,258,"TSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Cascade","Washougal River - winter Steelhead","Steelhead","Winter",NA,2021,424,"TSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Gorge","Wind River - summer Steelhead","Steelhead","Summer",NA,1998,320,"NOSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Gorge","Wind River - summer Steelhead","Steelhead","Summer",NA,1999,323,"NOSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Gorge","Wind River - summer Steelhead","Steelhead","Summer",NA,2000,219,"NOSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Gorge","Wind River - summer Steelhead","Steelhead","Summer",NA,2001,489,"NOSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Gorge","Wind River - summer Steelhead","Steelhead","Summer",NA,2002,691,"NOSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Gorge","Wind River - summer Steelhead","Steelhead","Summer",NA,2003,1114,"NOSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Gorge","Wind River - summer Steelhead","Steelhead","Summer",NA,2004,895,"NOSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Gorge","Wind River - summer Steelhead","Steelhead","Summer",NA,2005,601,"NOSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Gorge","Wind River - summer Steelhead","Steelhead","Summer",NA,2006,660,"NOSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Gorge","Wind River - summer Steelhead","Steelhead","Summer",NA,2007,769,"NOSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Gorge","Wind River - summer Steelhead","Steelhead","Summer",NA,2008,640,"NOSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Gorge","Wind River - summer Steelhead","Steelhead","Summer",NA,2009,607,"NOSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Gorge","Wind River - summer Steelhead","Steelhead","Summer",NA,2010,767,"NOSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Gorge","Wind River - summer Steelhead","Steelhead","Summer",NA,2011,1500,"NOSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Gorge","Wind River - summer Steelhead","Steelhead","Summer",NA,2012,817,"NOSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Gorge","Wind River - summer Steelhead","Steelhead","Summer",NA,2013,762,"NOSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Gorge","Wind River - summer Steelhead","Steelhead","Summer",NA,2014,282,"NOSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Gorge","Wind River - summer Steelhead","Steelhead","Summer",NA,2015,577,"NOSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Gorge","Wind River - summer Steelhead","Steelhead","Summer",NA,2016,1015,"NOSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Gorge","Wind River - summer Steelhead","Steelhead","Summer",NA,2017,1061,"NOSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Gorge","Wind River - summer Steelhead","Steelhead","Summer",NA,2018,241,"NOSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Gorge","Wind River - summer Steelhead","Steelhead","Summer",NA,2019,481,"NOSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Gorge","Wind River - summer Steelhead","Steelhead","Summer",NA,2020,392,"NOSAEJ",1
"Steelhead (Lower Columbia River DPS)","Lower Columbia steelhead","Gorge","Wind River - summer Steelhead","Steelhead","Summer",NA,2021,501,"NOSAEJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead",NA,"Klickitat River - summer and winter Steelhead","Steelhead","Summer Winter","Klickitat River",2006,1577,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead",NA,"Klickitat River - summer and winter Steelhead","Steelhead","Summer Winter","Klickitat River",2007,1669,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead",NA,"Klickitat River - summer and winter Steelhead","Steelhead","Summer Winter","Klickitat River",2010,1290,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead",NA,"Klickitat River - summer and winter Steelhead","Steelhead","Summer Winter","Klickitat River",2011,1111,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead",NA,"Klickitat River - summer and winter Steelhead","Steelhead","Summer Winter","Klickitat River",2012,2483,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead",NA,"Klickitat River - summer and winter Steelhead","Steelhead","Summer Winter","Klickitat River",2013,1063,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead",NA,"Klickitat River - summer and winter Steelhead","Steelhead","Summer Winter","Klickitat River",2014,1222,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead",NA,"Klickitat River - summer and winter Steelhead","Steelhead","Summer Winter","Klickitat River",2015,2956,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead",NA,"Klickitat River - summer and winter Steelhead","Steelhead","Summer Winter","Klickitat River",2016,3270,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead",NA,"Klickitat River - summer and winter Steelhead","Steelhead","Summer Winter","Klickitat River",2017,544,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead",NA,"Klickitat River - summer and winter Steelhead","Steelhead","Summer Winter","Klickitat River",2018,1785,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead",NA,"Klickitat River - summer and winter Steelhead","Steelhead","Summer Winter","Klickitat River",2019,1025,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Naches River - summer Steelhead","Steelhead","Summer","Yakima River",1999,329,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Naches River - summer Steelhead","Steelhead","Summer","Yakima River",2000,507,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Naches River - summer Steelhead","Steelhead","Summer","Yakima River",2001,983,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Naches River - summer Steelhead","Steelhead","Summer","Yakima River",2002,1454,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Naches River - summer Steelhead","Steelhead","Summer","Yakima River",2003,709,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Naches River - summer Steelhead","Steelhead","Summer","Yakima River",2004,886,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Naches River - summer Steelhead","Steelhead","Summer","Yakima River",2005,1092,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Naches River - summer Steelhead","Steelhead","Summer","Yakima River",2006,646,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Naches River - summer Steelhead","Steelhead","Summer","Yakima River",2007,492,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Naches River - summer Steelhead","Steelhead","Summer","Yakima River",2008,976,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Naches River - summer Steelhead","Steelhead","Summer","Yakima River",2009,1114,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Naches River - summer Steelhead","Steelhead","Summer","Yakima River",2010,2138,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Naches River - summer Steelhead","Steelhead","Summer","Yakima River",2011,1963,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Naches River - summer Steelhead","Steelhead","Summer","Yakima River",2012,2203,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Naches River - summer Steelhead","Steelhead","Summer","Yakima River",2013,1683,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Naches River - summer Steelhead","Steelhead","Summer","Yakima River",2014,1506,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Naches River - summer Steelhead","Steelhead","Summer","Yakima River",2015,1785,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Naches River - summer Steelhead","Steelhead","Summer","Yakima River",2016,1409,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Naches River - summer Steelhead","Steelhead","Summer","Yakima River",2017,577,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Naches River - summer Steelhead","Steelhead","Summer","Yakima River",2018,492,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead",NA,"Rock Creek - summer Steelhead","Steelhead","Summer","Rock Creek",2011,718,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead",NA,"Rock Creek - summer Steelhead","Steelhead","Summer","Rock Creek",2012,645,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead",NA,"Rock Creek - summer Steelhead","Steelhead","Summer","Rock Creek",2013,265,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead",NA,"Rock Creek - summer Steelhead","Steelhead","Summer","Rock Creek",2014,248,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead",NA,"Rock Creek - summer Steelhead","Steelhead","Summer","Rock Creek",2015,400,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead",NA,"Rock Creek - summer Steelhead","Steelhead","Summer","Rock Creek",2016,660,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead",NA,"Rock Creek - summer Steelhead","Steelhead","Summer","Rock Creek",2017,125,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead",NA,"Rock Creek - summer Steelhead","Steelhead","Summer","Rock Creek",2018,152,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead",NA,"Rock Creek - summer Steelhead","Steelhead","Summer","Rock Creek",2019,165,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Satus Creek - summer Steelhead","Steelhead","Summer","Yakima River",1999,335,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Satus Creek - summer Steelhead","Steelhead","Summer","Yakima River",2000,397,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Satus Creek - summer Steelhead","Steelhead","Summer","Yakima River",2001,645,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Satus Creek - summer Steelhead","Steelhead","Summer","Yakima River",2002,1155,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Satus Creek - summer Steelhead","Steelhead","Summer","Yakima River",2003,646,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Satus Creek - summer Steelhead","Steelhead","Summer","Yakima River",2004,567,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Satus Creek - summer Steelhead","Steelhead","Summer","Yakima River",2005,890,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Satus Creek - summer Steelhead","Steelhead","Summer","Yakima River",2006,746,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Satus Creek - summer Steelhead","Steelhead","Summer","Yakima River",2007,521,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Satus Creek - summer Steelhead","Steelhead","Summer","Yakima River",2008,946,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Satus Creek - summer Steelhead","Steelhead","Summer","Yakima River",2009,1044,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Satus Creek - summer Steelhead","Steelhead","Summer","Yakima River",2010,2751,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Satus Creek - summer Steelhead","Steelhead","Summer","Yakima River",2011,2274,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Satus Creek - summer Steelhead","Steelhead","Summer","Yakima River",2012,1812,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Satus Creek - summer Steelhead","Steelhead","Summer","Yakima River",2013,928,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Satus Creek - summer Steelhead","Steelhead","Summer","Yakima River",2014,919,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Satus Creek - summer Steelhead","Steelhead","Summer","Yakima River",2015,1093,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Satus Creek - summer Steelhead","Steelhead","Summer","Yakima River",2016,1233,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Satus Creek - summer Steelhead","Steelhead","Summer","Yakima River",2017,400,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Satus Creek - summer Steelhead","Steelhead","Summer","Yakima River",2018,341,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Toppenish Creek - summer Steelhead","Steelhead","Summer","Yakima River",1999,201,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Toppenish Creek - summer Steelhead","Steelhead","Summer","Yakima River",2000,434,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Toppenish Creek - summer Steelhead","Steelhead","Summer","Yakima River",2001,909,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Toppenish Creek - summer Steelhead","Steelhead","Summer","Yakima River",2002,1129,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Toppenish Creek - summer Steelhead","Steelhead","Summer","Yakima River",2003,460,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Toppenish Creek - summer Steelhead","Steelhead","Summer","Yakima River",2004,790,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Toppenish Creek - summer Steelhead","Steelhead","Summer","Yakima River",2005,801,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Toppenish Creek - summer Steelhead","Steelhead","Summer","Yakima River",2006,260,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Toppenish Creek - summer Steelhead","Steelhead","Summer","Yakima River",2007,263,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Toppenish Creek - summer Steelhead","Steelhead","Summer","Yakima River",2008,585,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Toppenish Creek - summer Steelhead","Steelhead","Summer","Yakima River",2009,693,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Toppenish Creek - summer Steelhead","Steelhead","Summer","Yakima River",2010,621,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Toppenish Creek - summer Steelhead","Steelhead","Summer","Yakima River",2011,799,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Toppenish Creek - summer Steelhead","Steelhead","Summer","Yakima River",2012,667,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Toppenish Creek - summer Steelhead","Steelhead","Summer","Yakima River",2013,510,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Toppenish Creek - summer Steelhead","Steelhead","Summer","Yakima River",2014,356,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Toppenish Creek - summer Steelhead","Steelhead","Summer","Yakima River",2015,504,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Toppenish Creek - summer Steelhead","Steelhead","Summer","Yakima River",2016,295,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Toppenish Creek - summer Steelhead","Steelhead","Summer","Yakima River",2017,154,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Yakima River Group","Toppenish Creek - summer Steelhead","Steelhead","Summer","Yakima River",2018,131,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Umatilla And Walla Walla River","Touchet River - summer Steelhead","Steelhead","Summer","Touchet River",1999,368,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Umatilla And Walla Walla River","Touchet River - summer Steelhead","Steelhead","Summer","Touchet River",2000,296,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Umatilla And Walla Walla River","Touchet River - summer Steelhead","Steelhead","Summer","Touchet River",2001,296,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Umatilla And Walla Walla River","Touchet River - summer Steelhead","Steelhead","Summer","Touchet River",2002,504,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Umatilla And Walla Walla River","Touchet River - summer Steelhead","Steelhead","Summer","Touchet River",2003,486,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Umatilla And Walla Walla River","Touchet River - summer Steelhead","Steelhead","Summer","Touchet River",2004,269,"NOSAIJ",1
"Steelhead (Middle Columbia River DPS)","Mid-Columbia steelhead","Umatilla And Walla Walla River","Touchet River - summer Steelhead","Steelhead","Summer","Touchet River",2005,462,"NOSAIJ",1
